,Brand,Variety,Style,Country,Stars
2757,Pot Noodle,Jamaican Jerk!,Cup,UK,2.75
2758,Wai Wai,Oriental Style Instant Noodles (Dry method),Pack,Thailand,3.0
2759,Amino,Zurek,Pack,Poland,3.25
2760,Kamfen,E-men Lobster Soup,Pack,China,3.25
2761,Ko-Lee,Go Noodles Chicken Special,Pack,UK,3.75
2762,Wai Wai,Sour Soup Flavor,Pack,Thailand,3.5
2763,Pot Noodle,Sweet & Sour,Cup,UK,3.75
2764,Maruchan,Yakisoba Four Cheese,Tray,United States,3.75
2765,Mama,Shrimp (TOM YUM),Pack,Thailand,3.75
2766,Yamachan,Mild Tonkotsu,Pack,United States,5.0
2767,Maruchan,Beef,Cup,United States,3.5
2768,Nongshim,Jinjja Jinjja Flamin' Hot & Nutty,Pack,United States,5.0
2769,Paldo,Kokomen Spicy Chicken,Cup,South Korea,4.5
2770,Paldo,Namja Ramen (United States version),Pack,South Korea,5.0
2771,Kamfen,dried Mix Noodles Soya Bean Paste,Tray,China,3.75
2772,Maruchan,35% Less Sodium Beef,Cup,United States,3.5
2773,Vina Acecook,Good Artificial Minced Pork Bean Vermicelli,Pack,Vietnam,3.75
2774,Kamfen,Dried Mix Noodles Artificial Spicy Pork,Tray,China,4.0
2775,Paldo,Kokomen Spicy Chicken,Bowl,South Korea,4.75
2776,Ibumie,VegeMee Vegetarian Flavour,Pack,Malaysia,2.75
2777,Emart,Dare You! Habanero Ramen,Pack,South Korea,3.75
2778,Maruchan,35% Less Sodium Chicken,Pack,United States,3.75
2779,Ibumie,LadMee Hot Pepper,Pack,Malaysia,3.5
2780,Sunlee,Shitake Mushroom Vernicalli,Bowl,Thailand,1.25
2781,Ottogi,Jjajang Bokki,Bowl,South Korea,3.5
2782,Shirakiku,Hot & Spicy Udon,Pack,United States,3.0
2783,Maruchan,35% Less Sodium Beef,Pack,United States,3.5
2784,Nongshim,Tempura Udon Flavor Cup Ramyun,Cup,South Korea,4.5
2785,Vina Acecook,Good Chicken Abalone Bean Vermicelli,Pack,Vietnam,3.25
2786,Goku Uma,Seafood Flavor Japanese Noodles,Bowl,Japan,4.25
2787,Wai Wai,Casserole Beef Flavour,Pack,Thailand,3.5
2788,Nissin,Ramen Shop Sapporo Miso,Pack,Japan,4.0
2789,Nongshim,Spicy Shrimp Cup Ramyun,Cup,South Korea,4.25
2790,Maruchan,Instant Lunch Shrimp,Cup,United States,3.75
2791,Nissin,Top Ramen Cucharealo Habanero Shrimp,Pack,United States,3.75
2792,Paldo,Namja Ramyun,Bowl,South Korea,4.25
2793,Indomie,Kriuuk Bawang,Pack,Indonesia,4.25
2794,Sapporo Ichiban,Original Flavor,Cup,United States,3.5
2795,Nongshim,Neoguri Spicy Seafood,Cup,South Korea,4.0
2796,Daddy,Kari 365 Curry Flavour,Pack,Malaysia,5.0
2797,Tradition,Vegetable Instant Noodle soup,Cup,United States,3.25
2798,Myojo,Ippei-chan Yomise-No Yakisoba Oriental,Tray,Japan,4.75
2799,Han's South Korea,Rice Noodle With Seafood Flavored Soup,Tray,South Korea,3.5
2800,Sunlee,Pho Bo Beef Flavour Rice Stick,Bowl,Thailand,3.25
2801,Sarimi,Rasa Ayam Bawang,Pack,Indonesia,3.5
2802,Maruchan,Instant Lunch Chicken,Cup,United States,3.5
2803,FMF,Chow Tomato ,Pack,Fiji,4.25
2804,Long Kow,Crystal Noodles Savory Shoyu,Cup,China,1.5
2805,FMF,Chow Masala,Pack,Fiji,4.0
2806,Vina Acecook,Good Tomyum Kung Bean Vermicelli,Pack,Vietnam,3.5
2807,SuperMi,Sedaaap Mi Goreng,Pack,Indonesia,5.0
2808,Han's South Korea,Rice Noodle With Kimchi Flavored Soup,Tray,South Korea,3.0
2809,Paldo,Bowl Noodle Shrimp Flavor,Bowl,South Korea,3.25
2810,ABC,Selera Pedas Hot Tomato Soup Flavor,Pack,Indonesia,4.5
2811,Vina Acecook,Hao Hao Mushroom,Pack,Vietnam,2.75
2812,Unif / Tung-I,Mushroom Flavor Ramen Noodles,Pack,Vietnam,3.5
2813,Yamachan,Rich Shoyu Ramen,Pack,United States,4.0
2814,Yamachan,Nagasaki Sara Udon Chicken ,Pack,United States,4.25
2815,Yamachan,Cold Noodles With Lemon Soy Dressing,Pack,United States,4.0
2816,Yamachan,Tonkotsu-Shoyu Rich Pork Flavor Ramen,Pack,United States,4.75
2817,Yamachan,Miso Ramen Rich Sapporo Miso,Pack,United States,5.0
2818,Yamachan,Miso Ramen - Mild,Pack,United States,4.0
2819,Yamachan,Shio Ramen Seafood Mild,Pack,United States,4.5
2820,SuperMi,GoBang,Pack,Indonesia,5.0
2821,Han's South Korea,Rice Noodle With Hot & Spicy,Tray,South Korea,3.25
2822,Golden Wheat,South Korean Style Seafood,Cup,China,2.75
2823,Song Hak,Rice Topokki,Bowl,South Korea,5.0
2824,Nissin,Top Ramen Short Cuts Lime Chili,Pack,United States,3.75
2825,Nongshim,Shin Bowl (New),Bowl,United States,4.25
2826,Sarimi,Soto Koya Pedasss,Pack,Indonesia,3.25
2827,Sunlee,Artificial Chicken Rice Vermicelli,Bowl,Thailand,2.5
2828,Fuji Mengyo,Nabeyaki Udon,Bowl,Japan,3.5
2829,Vifon,Viet Rice Noodles Chicken,Pack,Vietnam,3.5
2830,Nongshim,Chapagetti,Bowl,United States,5.0
2831,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4.0
2832,SuperMi,Mi Keriting Rasa Ayam Bawang,Pack,Indonesia,3.75
2833,Vina Acecook,Good Chicken Bean Vermicelli,Pack,Vietnam,3.25
2834,CJ CheilJedang,Katsuobushi Udon,Bowl,South Korea,3.75
2835,Indomie,Rasa Coto Makassar,Pack,Indonesia,4.0
2836,Master Kong,Mianba,Pack,China,4.0
2837,Little Cook,Stewed Duck,Cup,Thailand,3.0
2838,Unif / Tung-I,Chinese Spices Tong Tsai Bean Vermicelli,Pack,Taiwan,3.5
2839,Indomie,Special Fried Curly Noodle (Local),Pack,Indonesia,5.0
2840,Nissin,Top Ramen Short Cuts Roast Chicken,Pack,United States,4.25
2841,Vina Acecook,Hao Hao Mi Chay Vegetarian,Pack,Vietnam,3.25
2842,Baijia,Artificial Pickled Cabbage Fish,Pack,China,2.75
2843,Tradition,Imitation Chicken Vegetarian,Cup,United States,3.75
2844,Indomie,Rasa Mi Cakalang,Pack,Indonesia,4.5
2845,Sempio,Seafood Vermicelli Anchovy,Bowl,South Korea,4.25
2846,Little Cook,Mushroom Vegetarian,Bowl,Thailand,4.75
2847,Vina Acecook,Bestcook Hot & Sour Shrimp,Bowl,Vietnam,4.25
2848,Long Kow,Crystal Noodles Hot & Sour,Bowl,China,3.5
2849,Dongwon,RaUdong Unfried Noodle With Kimchi,Bowl,South Korea,4.5
2850,SuperMi,Sedaaap Mi Kuah Rasa Kari Ayam,Pack,Indonesia,4.0
2851,Dragonfly,Artificial Pork Ribs,Bowl,China,3.5
2852,Nissin,Top Ramen Short Cuts Chicken,Pack,United States,4.0
2853,Nissin,Top Ramen Cucharealo Tomato Chicken,Pack,United States,3.5
2854,Golden Wheat,South Korean Style Spicy Pork,Cup,China,3.5
2855,Itomen,Sansai Soba Edible Wld Plant,Bowl,Japan,3.25
2856,Vifon,Mi Kim Chee,Pack,Vietnam,3.75
2857,Nongshim,Doong Ji Cold Noodle Chilled Broth,Pack,South Korea,4.25
2858,Maggi,2 Minute Noodles Perencah Asam Laksa,Pack,Malaysia,4.0
2859,Nissin,Top Ramen Short Cuts Beef,Pack,United States,3.5
2860,JML,Artificial Stew Beef,Bowl,China,3.75
2861,Nongshim,Chapagetti (South Korean),Pack,South Korea,4.0
2862,Chewy,Stir Rice Vermicelli Singaporean Laksa,Tray,China,3.75
2863,CJ CheilJedang,Mild Bean Curd Stew,Cup,South Korea,2.0
2864,Sarimi,Soto Koya Gurih,Pack,Indonesia,4.0
2865,Nissin,Top Ramen Cucharealo Picante Chicken,Pack,United States,4.5
2866,Binh Tay,Mi Chay Vegetarian,Pack,Vietnam,3.5
2867,Mr. Noodles,Shrimp,Pack,Canada,2.5
2868,Indomie,Mi Goreng Kriuuk Pedas,Pack,Indonesia,3.75
2869,Wai Wai,Vegetarian,Pack,Thailand,3.5
2870,Dragonfly,Mee Goreng Dry Ramen Noodles,Pack,China,3.75
2871,Vifon,Instant Porridge Chicken,Pack,Vietnam,3.25
2872,Seven-Eleven,Seven & I Shoyu,Cup,Japan,4.5
2873,Paldo,Kko Kko Myun King Cup,Bowl,South Korea,4.75
2874,Paldo,Seolleongtangmyeon,Pack,South Korea,3.5
2875,Paldo,Rabokki,Pack,South Korea,4.75
2876,Paldo,Namja,Pack,South Korea,5.0
2877,Paldo,Shoyu,Cup,Japan,3.25
2878,Paldo,Bibim Men Cucumber,Pack,South Korea,5.0
2879,Paldo,Kokomen Spicy Chicken,Pack,South Korea,5.0
2880,Paldo,Speed King Bowl (Prototype),Bowl,South Korea,3.5
2881,Master Kong,Potatoes & Stewed Beef,Pack,China,5.0
2882,Sunlee,Tom Yum Shrimp Rice Stick,Bowl,Thailand,3.75
2883,Maruchan,Tempura Soba,Pack,Japan,4.0
2884,SuperMi,Sedaaap Mi Kuah Rasa Soto,Pack,Indonesia,4.0
2885,Souper,Bowl Ramen Shrimp,Bowl,Taiwan,3.75
2886,Vina Acecook,Oh! Ricey Phnom Penh Rice Noodle,Pack,Vietnam,3.75
2887,Chencun,Stewde Chicken Of Mushroom,Cup,China,3.25
2888,Indomie,Beef,Pack,Indonesia,3.5
2889,Mr. Noodles,Spicy Chicken,Pack,Canada,2.0
2890,Master Kong,Spicy Beef,Pack,China,3.75
2891,Mr. Noodles,Vegetable,Pack,Canada,1.75
2892,ABC,Selera Pedas Mi Goreng Hot Chicken Lemon,Pack,Indonesia,4.25
2893,Nongshim,Neoguri Mild (South Korea),Pack,South Korea,4.0
2894,Kim's Bowl,Vegetarian Tom Yum,Bowl,Thailand,3.5
2895,SuperMi,Super Rasa Ayam Bawang,Pack,Indonesia,4.0
2896,Ohsung,Hot Spicy Bowl With Soy Peptide,Bowl,South Korea,3.5
2897,Acecook,Super Big Ramen Soy Sauce,Bowl,Japan,1.25
2898,Little Cook,Abalone Chicken,Cup,Thailand,1.75
2899,Master Kong,Premium Taste Roasted Beef,Bowl,China,4.0
2900,Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,Indonesia,4.5
2901,Gau Do,Hot Sour Shrimp,Pack,Vietnam,3.75
2902,Mr. Noodles,Chicken,Pack,Canada,3.0
2903,Nongshim,Bowl Noodle Savory Chicken (New),Bowl,United States,4.25
2904,Golden Wheat,South Korean Style Pork,Cup,China,3.0
2905,Golden Mie,Vegetable,Pack,Dubai,3.75
2906,Vina Acecook,Kingcook Vegetable,Pack,Vietnam,3.0
2907,Master Kong,Red Oil Dan Dan,Tray,China,2.75
2908,Sarimi,Soto Koya Jeruk Nipis,Pack,Indonesia,4.75
2909,Mr. Noodles,Spicy Beef,Pack,Canada,1.75
2910,Nongshim,Bowl Noodle Spicy Chicken (New),Bowl,United States,4.5
2911,Acecook,Super Big Ramen Tonkotsu,Bowl,Japan,1.0
2912,GreeNoodle,Shiitake & Soy Sauce,Pack,Thailand,1.5
2913,SuperMi,GoKar,Pack,Indonesia,4.0
2914,Uni-President,100 Beef With Sauerkraut,Pack,Taiwan,4.75
2915,Emart,Ramen E Ramen White Broth,Pack,South Korea,5.0
2916,Mr. Noodles,Beef,Pack,Canada,3.0
2917,Sarimi,Isi 2 Rasa Soto,Pack,Indonesia,3.5
2918,Hankow,Cai Lin Ji Dry Noodles,Tray,China,3.25
2919,Nissin,Cup Noodles Salsa Picante Chicken,Cup,United States,3.0
2920,Nongshim,Bowl Noodle Savory Shrimp (New),Bowl,United States,3.25
2921,Vina Acecook,Kingcook Beef,Pack,Vietnam,3.0
2922,Ottogi,Jin Ramen (Mild) (Import),Pack,South Korea,3.5
2923,Indomie,Mi Goreng Kriuuk Ayam,Pack,Indonesia,3.75
2924,Mamee,Express Cup Curry,Cup,Malaysia,2.5
2925,Mr. Noodles,Oriental,Pack,Canada,2.75
2926,Sarimi,Isi 2 Rasa Kari spesial,Pack,Indonesia,3.75
2927,JML,Seafood,Bowl,China,3.0
2928,Indomie,Rasa Sup Sayuran Vegan,Pack,Indonesia,2.25
2929,Little Cook,TVP Stewed Pork,Bowl,Thailand,3.5
2930,Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,United States,3.5
2931,Mi Sedaap,Mi Kuah Rasa Ayam Bawang,Pack,Indonesia,4.0
2932,Kailo,Chicken,Pack,Hong Kong,3.5
2933,Nissin,Cup Noodles Shrimp Picante Style,Cup,United States,3.25
2934,Fashion Foods,Oriental,Bowl,Thailand,0.25
2935,Fashion Foods,Mushroom Vegetarian,Bowl,Thailand,1.75
2936,Fashion Foods,Beef Pho,Bowl,Thailand,3.75
2937,Super Bihun,Kuah Rice Noodles,Pack,Indonesia,4.5
2938,Sempio,Seafood Noodle Cup,Bowl,South Korea,3.5
2939,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.25
2940,Long Kow,Kimchi Pickle Bean Vermicelli,Pack,Taiwan,1.5
2941,Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,United States,3.5
2942,Nissin,Big Cup Noodles Roast Chicken,Cup,United States,3.25
2943,Nongshim,Bowl Noodle Savory Lobster (New),Bowl,United States,3.75
2944,JML,Artificial Stew Pork,Bowl,China,3.25
2945,Indomie,Mi Goreng Vegan,Pack,Indonesia,4.25
2946,Daikoku,Bikkuchigekara Big Chige,Bowl,Japan,3.75
2947,Nongshim,Udon ,Bowl,South Korea,4.25
2948,Nongshim,Ansungtangmyun (US Version),Pack,United States,3.75
2949,Nongshim,Soba,Pack,South Korea,4.25
2950,Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,United States,3.5
2951,Nongshim,Shin Ramyun Black Onion,Cup,South Korea,5.0
2952,Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,United States,3.75
2953,Sapporo Ichiban,Chow Mein (New),Pack,United States,5.0
2954,Hosoonyi,Naengmyeon Combo,Bowl,United States,3.75
2955,Nissin,Spoon-it Chicken,Pack,United States,3.5
2956,JML,Artificial Mushroom Chicken,Bowl,China,1.25
2957,Nongshim,Jinjja Jinjja,Pack,South Korea,5.0
2958,Payless,Instant Mami Beef,Pack,Philippines,3.25
2959,Mamee,Express Cup Tom Yum,Cup,Malaysia,3.75
2960,Golden Mie,chicken,Pack,Dubai,3.25
2961,Wei Lih,Good Good Eat Super Ramen Vegetable,Pack,Taiwan,2.75
2962,Indomie,Mi Goreng Sate (Local),Pack,Indonesia,5.0
2963,JML,Artificial Spicy Beef,Bowl,China,3.5
2964,Nissin,U.F.O. Yakiosoba,Bowl,Japan,3.75
2965,Gau Do,Chicken Shrimp,Pack,Vietnam,2.5
2966,Maruchan,Yakisoba Spicy Vegetable,Tray,United States,3.25
2967,Ottogi,Odongtong Myon Seafood,Bowl,South Korea,2.75
2968,Indomie,Mi Goreng Rasa Ayam Panggang Jumbo (Local),Pack,Indonesia,5.0
2969,Indomie,Rasa Soto Betawi,Pack,Indonesia,4.5
2970,Indomie,Curly Noodle With Chicken Chilli Paddi,Pack,Indonesia,4.25
2971,Indomie,Rasa Mi Kocok Bandung,Pack,Indonesia,3.25
2972,Indomie,Rasa Soto Banjar Limau Kulit,Pack,Indonesia,5.0
2973,Indomie,Mi Goreng Jumbo Beef,Pack,Indonesia,5.0
2974,Indomie,Rasa Kari Ayam Medan,Pack,Indonesia,5.0
2975,Indomie,Rasa Empal Gentong,Pack,Indonesia,4.0
2976,Indomie,Mi Goreng Cakalang,Pack,Indonesia,4.0
2977,Indomie,Mi Goreng Instant Cup Noodles,Cup,Indonesia,5.0
2978,Indomie,Curly Noodle With Laksa Chilli,Pack,Indonesia,3.5
2979,Indomie,Mi Goreng Barbecue Chicken,Pack,Indonesia,5.0
2980,Yamamoto,Seafood Ramen,Bowl,Japan,3.5
2981,Nongshim,Bowl Noodle Savory Beef,Bowl,United States,4.0
2982,Golden Mie,Chicken Curry,Pack,Dubai,3.75
2983,Nissin,Spoon-it Beef,Pack,United States,3.25
2984,Ottogi,Kiss Myon,Pack,South Korea,3.75
2985,Nissin,Ramen Bowl Spicy Chicken,Bowl,United States,3.25
2986,Vifon,Hu Tieu Ca Stewed Fish,Bowl,Vietnam,3.75
2987,Indomie,Mi Goreng Rendang (Import),Pack,Indonesia,5.0
2988,Pulmuone,Nature Is Delicious Spicy,Pack,South Korea,3.75
2989,Nissin,Spoon-it Creamy Chicken,Pack,United States,4.0
2990,Four Seas,Seaweed,Bowl,Hong Kong,3.25
2991,Nongshim,Hearty Rice Noodle Beef,Pack,South Korea,4.25
2992,Saigon Ve Wong,Kung Fu Mixed Foods,Bowl,Vietnam,2.75
2993,Nissin,Chow Mein Spicy Chicken,Tray,United States,3.25
2994,Wu Mu,Pork Flavor Ramen,Pack,Taiwan,2.75
2995,Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,Thailand,3.25
2996,Unif,Man Han Feast Spring Onion Eel,Bowl,Taiwan,4.25
2997,Golden Wheat,South Korean Style Beef,Cup,China,3.5
2998,Nissin,Chow Mein Chinese Chicken Vegetable,Tray,United States,4.0
2999,Nissin,Spoon-it Rich Hearty Beef Stew,Pack,United States,3.5
3000,Nissin,Demae Ramen Black Garlic Oil Tonkotsu,Pack,Japan,4.5
3001,Nissin,Big Cup Noodles Lime Chili Shrimp,Cup,United States,4.0
3002,Nissin,Chikin Ramen (Local),Pack,Japan,5.0
3003,Nissin,Cup Noodles Salsa Picante Shrimp,Cup,United States,3.5
3004,Nissin,Chow Mein Orange Chicken,Tray,United States,4.0
3005,Nissin,Spoon-it Rich Hearty Savory Chicken,Pack,United States,3.25
3006,Nissin,Big Cup Noodles Spicy Chicken,Cup,United States,3.5
3007,JFC,Japanese Style Noodle Curry,Bowl,Japan,4.5
3008,Vina Acecook,Kingcook Chicken,Pack,Vietnam,3.5
3009,Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,China,2.25
3010,Samyang,Assorted Vegetable Ramen,Pack,South Korea,3.75
3011,Mamee,Express Cup Vegetarian,Cup,Malaysia,2.0
3012,Maruchan,Yakisoba Savory Soy Sauce,Tray,United States,3.75
3013,Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,Thailand,2.5
3014,Ohsung,Hong Ramyun Soy Peptide Hot Spicy,Pack,South Korea,3.75
3015,Nissin,Cup Noodles Xo Sauce Seafood,Cup,Hong Kong,3.75
3016,Mi Sedaap,Mi Segera Mi Goreng Perisa Sambal Goreng,Pack,Indonesia,4.5
3017,Indomie,Rasa Sup Buntut Oxtail Soup,Pack,Indonesia,2.75
3018,Dragonfly,Artificial Seafood,Pack,China,3.75
3019,Nongshim,Udon Garlic Teriyaki,Pack,South Korea,4.75
3020,Indomie,Instant Cup Noodles Mi Goreng Satay,Cup,Indonesia,4.25
3021,Nongshim,Hearty Rice Noodle Black Bean Vegetable,Pack,South Korea,3.75
3022,Vina Acecook,Kingcook Shrimp,Pack,Vietnam,2.75
3023,Mamee,Express Cup Fried Onion Chicken,Cup,Malaysia,3.25
3024,Wang,Kitsune Udon,Bowl,South Korea,4.0
3025,Nongshim,Shin Ramyun Shrimp,Pack,China,4.5
3026,Indomie,Spicy Coconut Shrimp,Pack,Indonesia,4.75
3027,Samyang,Nagasaki Jjampong,Pack,South Korea,4.75
3028,Paldo,Kko Kko Myun,Pack,South Korea,5.0
3029,Ohsung,Hong Ramyun Soup Soy Peptide Mild,Pack,South Korea,3.25
3030,Mug Shot,Chicken,Pack,UK,3.0
3031,Mug Shot,Spicy Sweet & Sour,Pack,UK,3.0
3032,Saigon Ve Wong,Kung Fu Artificial Chicken Rice Noodle,Bowl,Vietnam,3.5
3033,Nissin,Gozen Tempura,Bowl,Japan,4.0
3034,Saigon Ve Wong,Kung Fu Vegetarian,Bowl,Vietnam,2.0
3035,Nissin,Ramen Bowl Kimchi,Bowl,United States,3.0
3036,Lishan,Black Rooster Chicken,Pack,Taiwan,1.5
3037,Mama,Moo Nam Tok Rice Vermicelli,Pack,Thailand,3.25
3038,Thai Kitchen,Bangkok Curry Rice Noodle,Pack,United States,2.75
3039,Paldo,Jjajangmen Black Bean,Pack,South Korea,4.0
3040,Daikoku,Shokuh Kitsune Udon,Bowl,Japan,4.25
3041,Yamamoto,Ponpoko Tempura Soba,Bowl,Japan,4.25
3042,Lucky Me!,Beef Na Beef,Pack,Philippines,3.75
3043,Nissin,Ramen Bowl Spicy Shrimp,Bowl,United States,3.0
3044,Paldo,Hwa King Cup,Cup,South Korea,3.5
3045,Dragonfly,Onion,Pack,China,3.75
3046,Nissin,Ramen Bowl Hot & Spicy,Bowl,United States,3.75
3047,Cap Atoom Bulan,Mie Telor Asli,Pack,Indonesia,3.0
3048,Mee Jang,Sour Spicy Chicken Tom Yum,Bowl,Thailand,3.25
3049,Dragonfly,Artificial Pork Ribs,Pack,China,4.0
3050,Sapporo Ichiban,Shio,Pack,Japan,5.0
3051,Mi Sedaap,Mi Segera Mi Sup Perisa Kari Ayam,Pack,Indonesia,4.0
3052,Dragonfly,Artificial Chicken,Pack,China,4.0
3053,Pot Noodle,Chicken & Mushroom,Cup,UK,3.75
3054,Nongshim,Seafood Ramyun,Pack,South Korea,3.75
3055,Sunlee,Tom Yum Shrimp Noodle,Bowl,Thailand,3.5
3056,Yamamoto,Shoyu,Bowl,Japan,4.25
3057,Nongshim,Oolongmen Artificial Chicken,Cup,South Korea,3.75
3058,Sura,Knife Cut Rice Noodle,Bowl,South Korea,3.75
3059,Wei Chuan,Miso Vegetables,Pack,Taiwan,3.25
3060,Little Cook,Spicy Beef,Cup,Thailand,2.75
3061,Vina Acecook,Hao Hao Shrimp Onion,Pack,Vietnam,3.0
3062,Master Kong,Artificial Spicy Beef,Pack,China,4.25
3063,Nissin,Gozen Kitsune Udon,Bowl,Japan,5.0
3064,GreeNoodle,Yakisoba,Pack,Thailand,3.0
3065,Snapdragon,Chinese Mushroom Rice Noodle,Cup,Singapore,2.5
3066,Yamamori,Tom Yam Ramen Pork,Pack,Japan,4.75
3067,Ottogi,Buckwheat Bibim Ramyon,Pack,South Korea,1.1
3068,Baijia,Sichuan Hot Pot Sweet Potato Thread,Bowl,China,0.5
3069,Mr. Udon,Seafood Selection,Pack,South Korea,3.5
3070,Mr. Udon,Japanese Miso,Pack,South Korea,2.75
3071,Fashion Foods,XO Sauce,Bowl,Thailand,1.25
3072,Ve Wong,Kung Fu Artificial Mushroom Pork,Bowl,Taiwan,1.25
3073,Master Kong,Artificial Braised Beef,Pack,China,4.25
3074,Lucky Me!,Supreme La Paz Batchoy Beef Garlic,Bowl,Philippines,3.5
3075,Omachi,Spaghetti,Pack,Vietnam,3.75
3076,Ottogi,Yeul Hot Taste,Bowl,South Korea,3.5
3077,Pot Noodle,Bombay Bad Boy,Cup,UK,4.0
3078,Master Kong,Artificial Pork,Pack,China,3.75
3079,Wei Wei,"""A"" Series Vegetarian",Pack,Taiwan,3.25
3080,Daikoku,My Friend Vic Tanuki Udon,Bowl,Japan,4.75
3081,Ottogi,Jin Ramen Big Bowl (Hot),Bowl,South Korea,3.5
3082,Vifon,Phu Gia Bamboo Shoot Artificial Pork Bean Thread,Pack,Vietnam,1.25
3083,Yamamoto,Ponpoko Tempura Udon,Bowl,Japan,4.75
3084,Pulmuone,Cold Noodles By Dad,Pack,South Korea,2.75
3085,Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,Japan,3.75
3086,Maggi,2 Minute Noodles Thrillin' Curry,Pack,India,2.0
3087,Yamamori,Tom Yam Prawn,Pack,Japan,4.5
3088,Fuku,Superior Soup Rice Noodle,Pack,Hong Kong,2.5
3089,Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Bowl,Vietnam,3.0
3090,Maruchan,Yakisoba Spicy Chicken,Tray,United States,1.75
3091,Batchelors,Super Noodles Low Fat Sweet Thai Chilli,Pack,UK,2.0
3092,Wei Wei,"""A"" Series Artificial Chicken",Pack,Taiwan,3.25
3093,Wei Wei,"""A"" Series Artificial Hot Beef",Pack,Taiwan,3.75
3094,Koka,Spicy Black Pepper,Pack,Singapore,5.0
3095,Pot Noodle,Beef Tomato,Cup,UK,1.5
3096,Six Fortune,U-Dong,Pack,South Korea,4.0
3097,Little Cook,Artificial Onion,Cup,Thailand,3.5
3098,Batchelors,Super Noodles Low Fat Chicken Herb,Pack,UK,2.0
3099,Wei Lih,Goog Good Eat Super Ramen Hot Chili,Pack,Taiwan,3.75
3100,Nongshim,Oolongmen Artificial Seafood,Cup,South Korea,3.5
3101,Wei Chuan,Tomato Vegetables,Pack,Taiwan,4.0
3102,Maruchan,Ramen Noodle Soup Beef,Pack,United States,3.25
3103,Lucky Me!,Pancit Canton Extra Hot Chili,Pack,Philippines,4.0
3104,Little Cook,Vegetarian,Cup,Thailand,3.25
3105,Batchelors,Super Noodles Sweet & sour,Pack,UK,3.5
3106,Thai Kitchen,Lemongrass Chili Rice Noodle,Pack,United States,1.5
3107,Thai Kitchen,Spring Onion Rice Noodle,Pack,United States,3.75
3108,Haioreum,Asian Style Noodles Seafood,Bowl,South Korea,3.5
3109,Nongshim,Chapagetti Chajang,Pack,South Korea,4.0
3110,Batchelors,Super Noodles Mild Curry,Pack,UK,3.25
3111,Batchelors,Super Noodles To Go Chinese Space Rib,Bowl,UK,2.5
3112,Mama,Chand Clear Soup,Bowl,Thailand,3.5
3113,Vifon,South Korean Style Kim Chee,Bowl,Vietnam,4.25
3114,Vifon,Tu Quy Pork,Pack,Vietnam,2.75
3115,Sunlight,Steam Vermicelli,Pack,Taiwan,2.1
3116,Vedan,Bah Kut Tea Noodle For Vegetarians,Pack,Taiwan,3.25
3117,Ve Wong,Artificial Onion Flavor Bean Thread,Bowl,Taiwan,1.5
3118,Baijia,Single Noble Black Bone Chicken Sweet Potato Thread,Cup,China,0.0
3119,Vifon,Phu Gia Cua Crab Bean Thread,Pack,Vietnam,2.25
3120,Koyo,Tofu & Miso,Pack,United States,2.5
3121,Koyo,Mushroom,Pack,United States,2.75
3122,Baijia,Hot & Sour Casserole Stewed Rice Noodle,Pack,China,0.0
3123,Baijia,Sichuan Pickled Sweet Potato Thread,Pack,China,1.75
3124,Nongshim,Shin Ramyun Black,Pack,South Korea,4.75
3125,Pot Noodle,Chinese Chow Mein,Cup,UK,3.0
3126,Menraku,Tempura Soba,Bowl,Japan,3.75
3127,Batchelors,Super Noodles Barbecue Beef,Pack,UK,3.5
3128,Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.75
3129,Noah Foods,Phoya Chicken,Bowl,Vietnam,2.0
3130,Maruchan,Yakisoba Tomato Basil,Tray,United States,3.0
3131,Shirakiku,Japanese Style Tokusen Sio,Pack,Japan,3.25
3132,O Sung,Keopnurungji Rice Snack,Cup,South Korea,2.5
3133,Saigon Ve Wong,Kung Fu Suc Song Artificial Pork,Bowl,Vietnam,3.0
3134,Paldo,Gomtang,Cup,South Korea,4.0
3135,Goku Uma,Soy Sauce,Bowl,Japan,3.5
3136,Foodmon,DJ DOC Jjolmyeon,Bowl,South Korea,5.0
3137,Batchelors,Super Noodles To Go Curry,Bowl,UK,4.0
3138,Uni-President,One More Cup Kimchi,Cup,Taiwan,3.75
3139,Yum Yum,Duck,Pack,Thailand,3.25
3140,Batchelors,Super Noodles Bacon,Pack,UK,4.25
3141,Sahmyook,Vegetable,Pack,South Korea,3.25
3142,Myojo,Ippeichan Soy Sauce,Bowl,Japan,4.0
3143,Wai Wai,Quick Tom Yum Shrimp,Cup,Thailand,3.0
3144,Long Kow,Crystal Noodles Vegetables,Bowl,China,1.5
